Rating,Reviews
4 stars,Drinks were great! Had lactose free options which was great because my stomach doesn’t digest whole milk well. Had topping free options which was great too. One thing I would say is that it had too much ice which forces you to drink slowly. Overall great place for bubble tea especially for the price.
5 stars,Tried the bs mik boba tea. I'll say i loved it
4 stars,"They have a good quality of bubble tea they have a signature drink which is the most selling bubble tea and I would also recommend the same for the first timers here as you can order that blindly… the space is small and one this was off that we can only at by cars through the kiosk ,they only accept cash over the counter…"
4 stars,"Good boba milk tea store. A good variety of selections.

The strawberry mochi is good. Not too sweet and I totally love the mochi. It’s very chewy.

Brown sugar matcha latte is okay. Nothing special. Some of the matcha powder is not even dissolved."
3 stars,No wonder the store went from waiting 10 mins in line to hardly any customers. We love you guys but our drink tasted like milk with a hint of sweetness.
5 stars,This place ranks high on my list of favorite bubble tea spots in Manhattan. Its central location makes it easily accessible. They serve some of the finest boba I've ever tasted. I highly recommend their brown sugar milk and taro milk drinks.
1 star,Not good. It wasn’t refreshing or tasty at all tbh i wish i didn’t spend so much on this. Mango pomelo tastes like it was canned and is way too sweet & artificial tasting i cannot finish the drink.
5 stars,"There Mango-sago is so good!! I eventually drank it so much, that I retired from getting it.  BEST DRINK!!!"
5 stars,Love that the quality stays consistent no matter where you go. I always recommend their #1 to friends. Definitely one of the best brown sugar boba I've had outside of Taiwan. I also appreciate the lactose free milk option rather than just almond/oat/coconut milk. Prices are reasonable for NYC. Service was fast and friendly. Would come back again.
1 star,"I love bubble tea and have tried many places in NYC, but my last visit here was the worst. I ordered a mango sago and waited over 20 minutes. When I checked with the male staff after receiving a ""ready"" text, his attitude was unpleasant and rude, and he said the message was wrong and you should only come here when calling you. Even after customers who ordered after me got their drinks, mine was still not ready, and he didn’t give me a clear time. Eventually, the female staff delivered my drink. On a hot day, my friends and I waited 20 minutes in the sun, dealing with this rude service. I won't be back and suggest others avoid this place due to the poor service and long wait times. Not worth it!"
5 stars,"Excellent brown sugar milk tea 🧋
The taste of the milk is so good. Very creamy andthe sweetness is just right. They don’t let you choose the sweetness level but the taste is the best.
The pearls are so soft and chewy!!!!! So so good!!!"
4 stars,You order and pay on the automated machine and then wait while they complete your order. The wait was a bit long and the space is very small and no place to sit. But the drinks were great.
1 star,"Sometime when boba sold out, they will put only brown sugar sauce but no boba in your tea. Check it before leaving. Enjoy :("
5 stars,"As a Taiwanese, the taste is exact the same as I drink in Taiwan. However the price is about 3 times expensive than in Taiwan.
Yet, in the states, if I can get something taiwan flavor, it is worth you to spend some money on it."
5 stars,"I’ve been a fan of their Brown Sugar Boba ever since, so I’m glad that they have the XL option now. I got the one with the pudding and it’s amazing!"
5 stars,"Back here again!! I love it!! Brown sugar boba!! It’s so fresh and refreshing!!
Will keep coming back!! It’s one of my favorite in the city!!!"
4 stars,They have branched out their offerings. It used to be solely on brown sugar bubble teas varieties but now they have other offerings just like a common bubble tea joins. A little disappointed of their new concept. Personally I think they should just exclusively do variety of brown sugar  offerings.
5 stars,This is the best tasting boba I’ve had and it’s also like the cheapest I’ve gotten too. If you’re in Ktown you gotta hit up tiger sugar!
1 star,A long hair stuck inside between the drink sealing. I am concerned about safety and sanitation of all these drinks from this store.
5 stars,I ordered a peach oolong tea and a passion fruit oolong tea with bubbles. They were both so delicious. Cannot wait to come back!
5 stars,Got the mango sago and really liked it. Good flavor and toppings with the coconut jelly as well. Tall size too.
2 stars,"Ughhh. I love their bubble tea, especially their boba. But it’s really disappointing this time. I ordered with pudding and paid extra. But there’s no pudding inside."
5 stars,"The taro milk was THE BEST taro milk that I ever had! It had fresh taro, taro pudding, creame mousse, boba, and I picked oat milk. 10/10 it was perfect and I definitely will be coming back!"
5 stars,"Used the ordering machine in front of the store, which was a bit slow. But dont be fooled! They have another ordering machine in the store!

But the drink was nice, as usual!"
4 stars,"Loved the taste of the drinks!
The only reason I’m not giving it 5 stars is because of the service. They seemed annoyed with the rush and filled the cup with 2/3rd ice even after we specified ‘less ice’"
1 star,"The drinks were very disgusting, it's like no sugar was added to them. I don't suggest going to this business to buy any drinks. 🤮👎🏾
I literally had to add coconut milk to my drink."
1 star,"One of the worst drinks I've ever had in my entire life. Despite the boba tasting decent, something was mixed throughout my entire drink that I've never had in any other similar drink. Throughout was a mucus like substance that had no flavor and was difficult to both get through the straw and consume. There was also a powder present throughout the drink as well, probably due to poor mixing. The employee spoke not a word to anyone and just made these horrible drinks in silence. We tried this place based on the glowing reviews but it definitely was not up to the level of expectations some seem to have. Either better training needs to be performed or different recipes need be crafted. The location and the general vibe of the music and design were the only saving graces."
5 stars,Everything I’ve had here has been amazing! Last time I got the most popular one with the 2 different sizes of boba and it was fantastic.
5 stars,"Very good bubble tea, one of the bests!"
1 star,"For some reason the counter is CASH ONLY which is fine but to pay card is $7 for a green tea instead of $6. We all trying to survive out here but this level is a little outrageous. Also the clerk had no intention of being there, and was colder than my ice green tea on a rainy october night."
5 stars,"I wish I took a picture before I drank it, but I got the strawberry mochi since i’m not a milk tea person and I tell you Tiger Sugar did not disappoint me. Went home dancing and I want more 😌 Great Job!"
3 stars,"good bubble tea it has small little pearls and big pearls, but it didnt have the wow factor i expected. its regualt bubble tea with condensed milk flavor."
5 stars,"NGL, best boba tea I have ever had. This might just be the only thing I will miss about NYC!"
5 stars,"Best bubble tea place I've tried in Manhattan, their tapioca is so soft and chewy, and ice and sugar levels are customizable to fit your liking! They also have cold as well as hot options, which is great for when it's cold outside."
5 stars,"Very good place. I like how they put both boba and pearl. They don’t let you change the size, ice, or sugar level. I understand that they do it to keep the same consistency, but I wish if they allow for more options."
4 stars,Tiger sugar always is my favorite boba tea .
4 stars,"Love love love the brown sugar drink. So sweet and great. Somewhat of a long wait though, and they were out of large bubbles and substituted small pearls."
5 stars,"Most of the time I get the brown sugar iced latte with bubbles (pictured) only because I usually need a pick-me up. You can’t go wrong with their bubble tea though, the best in the city."
5 stars,"There is a QR code on a A frame board, that’s how you place an order. Easy system to use. Drinks came quickly and tasted delicious."
5 stars,"I really liked ordering on a kiosk and not taking up any staff time, and I liked that it sent you a text when your order was ready, I just wish the staff didn’t send it preemptively. The brown sugar milk was fantastic, and my fiancé got the taro which had good taste, but was a tad grainy. I may go back when I visit NYC again."
5 stars,So pricey but this is the only place that offers lactaid milk as an option. Thank you for saving my stomach and toilet 🙏 …
1 star,"I'm currently still in store 25mins after ordering two fruit teas and have no drink in hand. The girl behind counter is stacking the new orders on top of the older orders. Orders placed after mine have been made & picked up. I've had better drinks from other places and add the wait time, I will never return here."
5 stars,"Very impressed with this bubble tea shop in Korea Town. It’s clean and run very efficiently. There’s a kiosk outside for self order/check out. You can also order via QR code on your phone, but note that it requires you to confirm your card information several times.

Once your order is placed, you are given a number that appears on a large display over the counter. The drink is made quickly and was delicious although the less sugar option was not sweet enough, so I’ll try the regular option next time! 🧋"
4 stars,"If you want bubble tea on steroids, then this place is it. Extremely unhealthy and super sugary but if you want an indulgent treat, suggest you head here. You can order from the kiosk to save time. Drinks are all super dense and filling."
3 stars,The worker was very rude to me when I asked for an extra cup and when I was ordering my items she spoke extremely low and I could barely hear anything she was saying to me.She gave me attitude and rolled her eyes at me because I wanted a cup. I understand it’s not easy working for long hours but it’s important to treat nice customers with decency. I felt very uncomfortable I even forgot to get a straw for my boba.
4 stars,I ordered Matcha Latte Bubble Tea for me and my friends as a treat. I can tell good bubbles from not so good ones based on the fragrance from cooking bubble pearls with brown sugar.  Our drinks tasted yummy and the bubbles are flavorful and chewy. Wish there are some outdoor seating available. Will come visit again.
5 stars,"this is my favorite place to get a dirty milk tea. they mix in tiny and normal sized tapioca pearls which is the best thing ever because they’re soft and satisfactory every visit ! it’s very easy to order boba at the one booth located near the front door, the wait time is usually never too bad even when busy. a bit pricey, but worth the splurge every once in a while."
5 stars,One of the best bubble tea in city. You can make your selection of how you would like your bubble tea. Can order in the shop using the shop tablets stand near by the door and pay using contactless payment.
4 stars,Brown sugar drink was good given the hype! Glad I was able to try it at least once. The staff were really nice.
4 stars,"- great milk tea coffee - not too sweet nor sugary at ""less sugar""
- needed to add more ice; the ice melted so quickly that the drink became warm
- super cute cup with collab with Hello Kitty

Inside the store:
- 0 seating
- small bar area where you can stand and drink for 2-3 people

Easy grab and go place."
5 stars,"Best boba in the city!
The taro is one of the best flavors.
It’s pretty quick when you order from the app Snackpass, otherwise you can order from the screen and it easy also."
5 stars,One of my favorite place to go.
4 stars,"Staff was helpful when I was struggling with their tablet to order a drink. The drink was good, but the boba was cold and chewy toward the evening. Wish they had kept it heated regardless of the time, but I will try to come back earlier in the day next time."
1 star,"I want to share the horrible experience @K-town location with the worker who claims to be the manager at the location. I ordered Boba w/ Cream Mousse with Lactose Free and Cheese Mousse. I was waiting for my drinks when the employee called out my number. He just initially said, ""we cannot make this drink"". I was confused, so I asked, ""why not?"" and he said he cannot add cheese mousse on a drink that has lactose free option. I told him that it's okay b/c I'm actually not lactose-intolerant, but I prefer to drink it for the taste. He then took it back to his co-worker and looked like they were discussing something. He called me again then said, ""we cannot do it"". And I asked for explanation and he said, ""If something happens, we cannot be responsible."" So I told him that I always order it lactose-free with cheese mousse and then he said something outrageous, ""it's company policy and we cannot do it"". I then mentioned that if that's company policy, there shouldn't be an option to add it on the ordering kiosk system and if that's the case, it should've been written somewhere. He didn't reply to my response and just repeatedly said, ""we cannot do it."" No apologies, no thorough explanation, but rude response with lack of customer service. I asked for a manager, but he said he was the manager. If that's the case, Tiger Sugar should really work on educating managers on how to handle customer service. I'm a fan of Tiger Sugar, but I never want to visit K-town location for the rude employee there."
5 stars,This is the best boba shop I’ve ever been to!!
5 stars,Never disappoints. My favorite boba place in all of NYC.
1 star,"I really like tiger sugar but this store has the worst service! Will not return again! The worker was rude to customers and when I ask for a bag, she is like “ze” and when I tell her my number and said that one is my drink, she did not give it to me even though I repeated my number twice! I understand they are tired but please have a better attitude when you facing your customers! The taste is weird!"
5 stars,"Absolutely wonderful food on the 39th floor of the Nomad Tower. The food is equal to the view. We will be back. Attentive service, good meat, and a unique view."
5 stars,"Very strong tea flavor. Love it. But if you prefer something sweeter, better add some sugar."
5 stars,Really good bubble tea! Favorite spot in Korea town!
2 stars,"I like the tiger sugar, but not the 32nd location. Yesterday I asked to put me less ice, to which the girl at the counter answers me no.  I asked why?  She replies that she can't give me less ice.  I don't understand why it's so hard to take and put less ice?  And the guy next to her answers me that they cannot, as it seems to be the rules of the company.  I was surprised.  In all places where bubble tea is sold, people can adjust the amount of ice at will.
Well, in the end I waited for my drink, I ordered a matcha.  And unfortunately, the drink was made bitter.  The last time I was here, it was delicious and sweet, but this time the matcha turned out to be bitter."
5 stars,"Happy to find this in ktown! Loved my drink and even though there's a line, you get it pretty quick!"
5 stars,"The chocolate malt flavor is way better than you think, I promise you. Try it."
3 stars,"I really like this boba place, but the wait was so atrocious. They got the order wrong as well. I ordered 50% ice, and had no ice in my drink I waited 20 minutes for. Everyone has off days, but this was a disappointment."
5 stars,"seriously my favorite boba place, but I recommend having two workers on the weekend, took a long time to get my drink, not the employees fault he was moving very fast, but it’s an inconvenience for him and the customers. please have at least two people!"
4 stars,"Small shop, with a kiosk to put in your orders. The drinks are good as expected from Tiger Sugar. The wait and the prices can be a bit high for some people. I go when I notice there is no line. Otherwise, I don't bother."
5 stars,"Fast order and pick up process, delicious strawberry mochi bubble tea, overall great bubble tea spot in Koreatown."
5 stars,"Newest tiger sugar location in Koreatown! They launched three new drinks as well: Mango Pomelo Sago, Taro Pudding Black Sugar Boba Milk, and Matcha Black Sugar Boba Milk. I really really love the bubbles/ boba here. They’re warm and perfectly chewy. It’s a grab and go location. Would recommend."
5 stars,Taro pudding is THE BEST. I love the fresh taro and the pudding mixed in. Next level treat. Line can be long so be prepared with some patience. It's worth the wait.
5 stars,This stuff is crack! First time trying it and I’m obsessed. Great place to go on a date
4 stars,"Boba was really good! But it is a tiny shop and can get very busy, and the kiosk ordering system doesn’t really let you customize your drink."
5 stars,Always had a good moment after drink Tiger Sugar
4 stars,It's tiger sugar. The hello kitty cup got me. Other than that it's just tiger sugar.
5 stars,"Why the reviews are so low, it’s great bubble tea ever"
1 star,"Well to the girl that’s working 7/29 around 2 pm

I don’t know why my drink was there already and I told her my number twice she just wouldn’t give me my drink because they didn’t press the number on the screen for my number.

It’s not like there are lots ppl waiting or very busy.

She just looked at me and told me to wait ?
Like i literally saw my drink there and why did you have to give me such an attitude ?

Well I even put in a tip, I would rather throw them away than have to deal with this attitude for no reason ."
5 stars,Good Location and Classic Taste.
1 star,"So rude! I asked the staff to put a little less boba in my boba tea before she even starting making it since I couldn’t choose no boba. Her answer: NO. lol.
Its not like the were busy. I was the first customer and no one else was there.
Terrible place."
1 star,"July 10  2.25 pm

guys you working to slow, alot costumer wait"
4 stars,"obsessed, just wish the wait time wasnt always like 10 minutes 😩"
5 stars,"This place is much better than Biao Sugar. I normally don’t like bobas, but this place’s bobas are soft and flavorful. I ate all the bobas in my drink and liked them."
3 stars,"The service is not the greatest, head to 50 Lan one block down instead. Or try another branch. The boba is comparable and there’s more space to sit there."
4 stars,This was one of the best boba drinks we tried here! The drinks tasted so rich and flavorful! Must try!!!
4 stars,"Pretty quick service, they were closing.  The bubbles were in 2 different sizes, super tiny AND regular.  That was interesting.  Clear signage in Chinese and English. $6 for a regular size..."
5 stars,Grand opening in KTOWN. I tried something different this time. The Oolong tea latte is as good as their signature brown sugar milk tea. . I love it !
5 stars,"Great drink !! My fav spot but i am not sure about the staff who is taking the order ,its seem like i ask for free drink ! ;("
1 star,They use Silk for oat milk. Don’t order with oat milk. Please switch to Oatly or Minor Figures
1 star,The drink was delicious but was 90% Ice. Other NYC locations are much more generous with servings given.
2 stars,you tell the. less ice and they don’t care they put bunch of ice cups i don’t recomend it
5 stars,Great staffs
5 stars,Place is tasty and boba's are fresh...
1 star,"Great service, weird bubble tea. Don’t recommend."
1 star,The lady at the cashier was whispering when I was trying to put my order in. It seems as if she didn’t want to be there…
5 stars,most amazingly delicious place ever i love you tiger sugar
5 stars,Best boba I've ever had...and I've tried alot of boba!
5 stars,Just some good bubble tea with kiosk order machine
5 stars,best i miss here
1 star,Took 20 mins and it was sub par didn’t taste like Taro at all
5 stars,Fav bubble tea in Ktown 💕
5 stars,Bubble tea is amazing!
1 star,I don’t want any ice or sugar or cream and they can’t do it for me
3 stars,"If you order on the Kiosk, they REQUIRE you to tip them min $1."
1 star,Drinks are decent but extremely rude customer service and gives customers attitude.
5 stars,Got a taro drink. Really good.
3 stars,The employees are so dead inside and overworked.
5 stars,best boba everrrr 🩷🩷🩷🩷🩷 …
5 stars,Delicious and fast service
