Rating,Reviews
5 stars,PERFECT BOBA!! I’ve tried tiger sugar in Aurora and it’s such a drive but when I found out we had one coming here I couldn’t wait. It was just as great as the first time. My boyfriend and I loved the number one. You guys hands down have the best boba pearls i've ever tasted too and have such a sweet staff. I cannot wait to keep coming back here.
5 stars,I have tried everything they have on the menu and definitely love this boba shop. The coffee latte and Mango sago are my favorite. I also like the passion fruit tea as their newer arrival.The workers are so friendly and helpful every time I visit too.
1 star,"Ordered a brown sugar boba and a mango one and it had these weird jello pieces in it that tasted like fish. Hands down worst boba ever, do not go here. There was also a weird bug trap thing at the front of the store with dead moths in it. Absolutely disgusting"
2 stars,I’ve never been to a boba shop that doesn’t allow you to not have ice. Which is kind of annoying because I like to buy drinks for my family members but don’t want the ice to water down the drinks. Share tea and kung fu tea allow you to customize your orders without a problem
5 stars,strawberry waffle that is really good.. So like it. Is yummy
5 stars,I've been to so many boba places in the Denver metro. I went for the first time to this one yesterday and it was incredible. It was definitely the freshest one I've been to. Can't wait to go back!
5 stars,"I've had a fair amount of boba drinks, but this was my first experience having boba that's so creamy. It was different than what I expected, but very tasty!"
5 stars,"Super cute, clean shop with friendly service and amazing drinks. So excited to have found this spot, definitely worth a try for anyone who loves tea or boba."
5 stars,"Brown sugar milk tea, with its perfect blend of rich milk and sweet brown sugar, is always amazing🤍"
5 stars,The most delicious boba in town! Be sure to get the taro pudding milk tea and the black sugar boba and pearl w/cream mousse drinks. SO good.
5 stars,This place has the best boba and wonderful customer service! ⭐️
5 stars,The boba here is so good. I’ve only tried the Matcha so far but can’t wait to try the other flavors too. Service was fast and friendly!
5 stars,The workers were so sweet and made accommodations to my drink! They suggested me a great drink and the boba was so fresh despite me coming in pretty late!
5 stars,"I got the strawberry mocha on their grand opening, it’s my favorite!! Finally it came to Westminster!! I can save my 40mins driving. It’s as good as always. I got my freeeeee drink as the first 100 customers too! Yeah!"
5 stars,"The BEST boba in town!
Service is great as well."
5 stars,I come on a nice Sunday night and tall wasian girl and Vietnamese girl make me delicious boba best boba ever taste just like my home country wasian girl Chinese very good and helpful because my English is no good 😊
5 stars,Boba tea was good. They don't have a lot of seating space but most takeout anyways. The service was good and quick. Would visit again soon.
5 stars,"TIGER SUGAR IN WESTMINSTER?! I’m so happy!!! Best boba in Colorado. Great location. Also, the employees were so nice and lovely."
5 stars,My favorite Boba place 💙 …
4 stars,Fast and friendly service with beautiful drinks that taste great and really beat the heat! They gave us a punch card for a free drink so we will be back!
5 stars,I always get the Mochi boba or the brown sugar creme brulee drink and it always hits the spot. Great place for an indulgent sweet treat.
2 stars,Took 30 minutes to get my drink 1:30pm on a Thursday. Only 2 members here who are measuring each ingredient to the gram cresting the hold up. I would say give this place a month to work out these kinks because the wait is not okay.
5 stars,The drinks and desserts are amazing! I love the oolong with cheese mousse and crepe cake!
1 star,I wish they had more flavors! They do so many good collabs but not good flavors 🥲
5 stars,"I at first gave this place a bad review, but I realized it was actually mine own stupidity that influenced the review and now recognize that the drink was made perfectly, and was actually an amazing drink. Highly suggest going here."
5 stars,"Same great taste, but now ordering got much easier with kiosks. Available seating enhances the experience further, too."
5 stars,"Me and my husband love tiger sugar, so happy they opened one closer to us, our favorite is No 1 and  No 7"
5 stars,Great place to enjoy some sake and sushi for a first date!
1 star,"This place sucks, they didn’t have any drinks and all the reviews were really bad and I will never come back here."
5 stars,Great Boba teas. My favorite place!
5 stars,"Tiger Sugar makes the best boba milk tea, hands down."
5 stars,So far my favorite boba shop In Colorado!
5 stars,Very good! I don't usually like milk tea but this is amazing!
5 stars,Best boba!!!
5 stars,"Wow!  Tiger Sugar, where have you been all my life!
All I can say is YUMMY YUMMY YUMMY"
5 stars,"I love the strawberry mochi, so good!"
5 stars,Best boba to get in colorado!!!!
4 stars,Bubble tea with different size tapioca pearls.
5 stars,Love their brown sugar milktea
5 stars,My favorite Boba place.
5 stars,Delicious
5 stars,No review text available
